"","Cell_ID","Dom_LC","modeCells","pctMode"
"13171","x-81.9242782592773y35.6373405456543",41,71601,61.2
"13172","x-81.8309173583984y28.1740608215332",81,35683,30.7
"13173","x-81.9242782592773y35.7238731384277",41,44430,38
"13174","x-81.8309173583984y28.2539520263672",90,56254,48.2
"13175","x-81.8309173583984y28.3339023590088",90,65083,55.8
"13176","x-81.8309173583984y28.413911819458",90,58012,49.8
"13177","x-81.9242782592773y35.8105010986328",43,51171,43.7
"13178","x-81.8309173583984y28.4939804077148",81,41335,35.4
"13179","x-81.8309173583984y28.5741100311279",81,32041,27.5
"13180","x-81.9242782592773y35.8972206115723",41,51599,44.3
"13181","x-81.8309173583984y28.654296875",81,49475,42.4
"13182","x-81.8309173583984y28.7345447540283",11,38860,33.3
"13183","x-81.9242782592773y35.9840316772461",43,53130,45.4
"13184","x-81.8309173583984y28.8148536682129",11,64768,55.5
"13185","x-81.8309173583984y28.8952236175537",11,33594,28.7
"13186","x-81.9242782592773y36.0709381103516",41,54015,46.2
"13187","x-81.8309173583984y28.9756526947021",90,33449,28.8
"13188","x-81.8309173583984y29.0561447143555",42,57441,49.3
"13189","x-81.9242782592773y36.1579399108887",41,71753,61.4
"13190","x-81.8309173583984y29.136697769165",42,65406,56.1
"13191","x-81.8309173583984y29.2173118591309",42,79330,68
"13192","x-81.9242782592773y36.2450332641602",41,68745,58.8
"13193","x-81.8309173583984y29.2979888916016",42,89983,77.2
"13194","x-81.8309173583984y29.3787288665771",42,90342,77.2
"13195","x-81.9242782592773y36.3322257995605",41,54368,52.4
"13196","x-81.8309173583984y29.4595317840576",42,84287,72.3
"13197","x-81.8309173583984y29.540397644043",42,46816,40
"13198","x-81.8309173583984y29.6213264465332",42,44600,38.4
"13199","x-81.8309173583984y29.7023181915283",42,55561,47.5
"13200","x-81.8309173583984y29.783374786377",42,53483,45.9
"13201","x-81.9242782592773y36.5943756103516",41,67807,60.9
"13202","x-81.8309173583984y29.8644962310791",42,57665,49.4
"13203","x-81.9242782592773y36.6819534301758",81,50159,42.9
"13204","x-81.8309173583984y29.9456825256348",42,57222,49.1
"13205","x-81.8309173583984y30.0269336700439",42,47205,40.5
"13206","x-81.8309173583984y30.1082496643066",42,31592,27.1
"13207","x-81.9242782592773y36.7696304321289",41,52376,44.7
"13208","x-81.8309173583984y30.1896305084229",42,32082,27.4
"13209","x-81.8309173583984y30.2710781097412",21,30150,25.9
"13210","x-81.9242782592773y36.8574066162109",41,94128,80.6
"13211","x-81.8309173583984y30.3525924682617",42,30345,26.1
"13212","x-81.8309173583984y30.4341716766357",90,42632,36.6
"13213","x-81.9242782592773y36.9452819824219",41,53527,45.7
"13214","x-81.8309173583984y30.5158195495605",42,39306,33.8
"13215","x-81.8309173583984y30.5975341796875",42,45080,38.7
"13216","x-81.9242782592773y37.0332527160645",41,72843,62.2
"13217","x-81.8309173583984y30.6793174743652",42,57747,49.7
"13218","x-81.8309173583984y30.8430862426758",42,51359,43.9
"13219","x-81.9242782592773y37.1213302612305",41,95040,81.4
"13220","x-81.8309173583984y30.9250736236572",90,56261,48.4
"13221","x-81.9242782592773y37.2095031738281",41,97954,83.9
"13222","x-81.8309173583984y31.0071296691895",90,51632,44.3
"13223","x-81.9242782592773y37.297779083252",41,101344,86.6
"13224","x-81.8309173583984y31.0892543792725",42,45734,39.2
"13225","x-81.8309173583984y31.1714496612549",90,51697,44.5
"13226","x-81.8309173583984y31.3360500335693",90,39093,33.5
"13227","x-81.9242782592773y37.386157989502",41,100155,91.8
"13228","x-81.8309173583984y31.4184551239014",90,51849,44.5
"13229","x-81.9242782592773y37.4746398925781",41,97783,89.9
"13230","x-81.8309173583984y31.5009326934814",90,44788,38.5
"13231","x-81.8309173583984y31.5834808349609",90,61375,52.5
"13232","x-81.9242782592773y37.5632247924805",41,86996,84
"13233","x-81.8309173583984y31.6661014556885",90,72361,62.1
"13234","x-81.8309173583984y31.8315582275391",42,42271,36.4
"13235","x-81.8309173583984y31.9143962860107",42,47057,40.2
"13236","x-81.8309173583984y31.9973068237305",42,48547,41.6
"13237","x-81.8309173583984y32.0802917480469",42,36643,31.4
"13238","x-81.8309173583984y32.1633491516113",90,40020,34.3
"13239","x-81.8309173583984y30.7611675262451",42,52482,45
"13240","x-81.8309173583984y31.2537136077881",90,49497,42.3
"13241","x-81.8309173583984y31.7487945556641",90,56319,48.3
"13242","x-81.8309173583984y32.2464828491211",90,39550,33.8
"13243","x-81.8309173583984y32.3296890258789",90,39172,33.6
"13244","x-81.8309173583984y32.412971496582",90,30999,26.6
"13245","x-81.8309173583984y32.4963302612305",82,36379,31.1
"13246","x-81.8309173583984y32.5797653198242",82,40191,34.5
"13247","x-81.8309173583984y32.663272857666",90,52319,44.8
"13248","x-81.8309173583984y32.7468605041504",90,35170,30.1
"13249","x-81.8309173583984y32.8305244445801",42,37849,32.4
"13250","x-81.8309173583984y32.9142646789551",42,33988,29.2
"13251","x-81.8309173583984y32.9980850219727",82,29230,25.1
"13252","x-81.8309173583984y33.0819816589355",82,35440,30.4
"13253","x-81.8309173583984y33.165958404541",90,32440,27.8
"13254","x-81.8309173583984y33.2500114440918",90,73493,63.1
"13255","x-81.8309173583984y33.3341484069824",90,43737,37.4
"13256","x-81.7375564575195y24.5578231811523",11,72807,66.6
"13257","x-81.8309173583984y33.4183616638184",42,26807,22.9
"13258","x-81.7375564575195y24.6353015899658",11,66642,56.9
"13259","x-81.8309173583984y33.5026550292969",42,28729,24.6
"13260","x-81.7375564575195y24.7128257751465",11,70026,97.4
"13261","x-81.8309173583984y33.587028503418",42,38756,33.3
"13262","x-81.8309173583984y33.6714859008789",42,35935,30.8
"13263","x-81.8309173583984y33.7560234069824",42,25113,21.6
"13264","x-81.8309173583984y33.8406410217285",42,41878,35.8
"13265","x-81.8309173583984y33.9253425598145",42,47850,40.8
"13266","x-81.8309173583984y34.0101280212402",42,36536,31.3
"13267","x-81.8309173583984y34.0949935913086",42,56865,48.8
"13268","x-81.8309173583984y34.1799468994141",42,50694,43.5
"13269","x-81.8309173583984y34.2649803161621",42,56000,48.1
"13270","x-81.8309173583984y34.3501014709473",42,50644,43.4
"13271","x-81.7375564575195y25.8814888000488",11,77082,85.7
"13272","x-81.8309173583984y34.4353065490723",42,33045,28.2
"13273","x-81.7375564575195y25.9597969055176",11,66021,59.5
"13274","x-81.7375564575195y26.0381565093994",90,59800,53.8
"13275","x-81.8309173583984y34.5205955505371",42,41577,35.6
"13276","x-81.7375564575195y26.1165657043457",22,30083,25.7
"13277","x-81.7375564575195y26.1950283050537",22,33655,28.8
"13278","x-81.8309173583984y34.6059722900391",42,37081,31.7
"13279","x-81.7375564575195y26.2735404968262",21,33189,28.4
"13280","x-81.7375564575195y26.3521060943604",90,49258,42.1
"13281","x-81.8309173583984y34.6914329528809",42,33258,28.5
"13282","x-81.7375564575195y26.4307250976562",90,63336,54.2
"13283","x-81.7375564575195y26.5093955993652",90,50527,43.2
"13284","x-81.8309173583984y34.7769813537598",41,38921,33.2
"13285","x-81.7375564575195y26.5881175994873",21,36221,31
"13286","x-81.7375564575195y26.6668949127197",21,34571,29.6
"13287","x-81.8309173583984y34.8626174926758",41,46110,39.5
"13288","x-81.7375564575195y26.7457237243652",90,34567,29.6
"13289","x-81.7375564575195y26.8246059417725",90,55556,47.7
"13290","x-81.8309173583984y34.9483413696289",41,39832,34
"13291","x-81.7375564575195y26.90354347229",90,63211,54.1
"13292","x-81.7375564575195y26.9825344085693",81,41232,35.2
"13293","x-81.8309173583984y35.0341529846191",41,35529,30.4
"13294","x-81.7375564575195y27.0615787506104",81,60784,52
"13295","x-81.8309173583984y35.1200523376465",81,42139,36
"13296","x-81.7375564575195y27.1406784057617",81,49351,42.1
"13297","x-81.7375564575195y27.2198333740234",81,60247,51.7
"13298","x-81.7375564575195y27.2990436553955",81,60030,51.5
"13299","x-81.8309173583984y35.2060432434082",41,40769,34.9
"13300","x-81.7375564575195y27.3783073425293",81,66477,56.9
"13301","x-81.7375564575195y27.4576282501221",81,62723,53.6
"13302","x-81.8309173583984y35.292121887207",41,35325,30.1
"13303","x-81.7375564575195y27.5370044708252",81,55443,47.4
"13304","x-81.7375564575195y27.6164379119873",81,65460,56.2
"13305","x-81.8309173583984y35.378288269043",41,44439,38
"13306","x-81.7375564575195y27.6959266662598",81,21300,18.2
"13307","x-81.8309173583984y35.4645500183105",41,59434,50.8
"13308","x-81.7375564575195y27.7754726409912",82,44024,37.5
"13309","x-81.7375564575195y27.855073928833",82,53122,45.6
"13310","x-81.7375564575195y27.9347343444824",81,28278,24.2
"13311","x-81.8309173583984y35.5508995056152",41,83089,71
"13312","x-81.7375564575195y28.0144519805908",11,27912,23.8
"13313","x-81.7375564575195y28.0942268371582",11,30960,26.5
"13314","x-81.8309173583984y35.6373405456543",41,64326,55
"13315","x-81.7375564575195y28.1740608215332",90,61592,52.7
"13316","x-81.8309173583984y35.7238731384277",41,36466,31.2
"13317","x-81.7375564575195y28.2539520263672",90,69137,59.1
"13318","x-81.7375564575195y28.3339023590088",90,69040,59.2
"13319","x-81.7375564575195y28.413911819458",90,48176,41.2
"13320","x-81.8309173583984y35.8105010986328",43,47138,40.3
"13321","x-81.7375564575195y28.4939804077148",11,30971,26.5
"13322","x-81.7375564575195y28.5741100311279",21,21506,18.4
"13323","x-81.8309173583984y35.8972206115723",43,58168,49.7
"13324","x-81.7375564575195y28.654296875",81,40328,34.6
"13325","x-81.7375564575195y28.7345447540283",11,29303,25.1
"13326","x-81.8309173583984y35.9840316772461",43,67372,57.6
"13327","x-81.7375564575195y28.8148536682129",11,48687,41.6
"13328","x-81.7375564575195y28.8952236175537",11,39786,34
"13329","x-81.8309173583984y36.0709381103516",43,56518,48.3
"13330","x-81.7375564575195y28.9756526947021",42,41225,35.2
"13331","x-81.7375564575195y29.0561447143555",42,93227,79.7
"13332","x-81.8309173583984y36.1579399108887",41,57861,49.5
"13333","x-81.7375564575195y29.136697769165",42,82798,70.6
"13334","x-81.7375564575195y29.2173118591309",42,76879,65.7
"13335","x-81.8309173583984y36.2450332641602",41,64440,55.1
"13336","x-81.7375564575195y29.2979888916016",42,84305,72.3
"13337","x-81.7375564575195y29.3787288665771",42,57580,49.2
"13338","x-81.8309173583984y36.3322257995605",41,64942,58.3
"13339","x-81.7375564575195y29.4595317840576",42,50709,43.5
"13340","x-81.7375564575195y29.540397644043",42,48964,41.9
"13341","x-81.7375564575195y29.6213264465332",42,51441,44.2
"13342","x-81.7375564575195y29.7023181915283",42,46029,39.4
"13343","x-81.7375564575195y29.783374786377",42,46933,40.2
"13344","x-81.8309173583984y36.5943756103516",41,63037,56.4
"13345","x-81.7375564575195y29.8644962310791",42,50282,43
"13346","x-81.8309173583984y36.6819534301758",81,64731,55.4
"13347","x-81.7375564575195y29.9456825256348",42,62369,53.5
"13348","x-81.7375564575195y30.0269336700439",42,33433,28.7
"13349","x-81.7375564575195y30.1082496643066",11,26392,22.6
"13350","x-81.8309173583984y36.7696304321289",81,61084,52.3
"13351","x-81.7375564575195y30.1896305084229",22,28936,24.8
"13352","x-81.7375564575195y30.2710781097412",21,35255,30.1
"13353","x-81.8309173583984y36.8574066162109",41,88461,75.7
"13354","x-81.7375564575195y30.3525924682617",21,31475,26.9
"13355","x-81.7375564575195y30.4341716766357",42,28073,24
"13356","x-81.8309173583984y36.9452819824219",41,75597,64.7
"13357","x-81.7375564575195y30.5158195495605",42,48179,41.2
"13358","x-81.7375564575195y30.5975341796875",42,57056,48.8
"13359","x-81.8309173583984y37.0332527160645",41,62756,53.4
"13360","x-81.7375564575195y30.6793174743652",42,63444,54.4
"13361","x-81.7375564575195y30.8430862426758",42,49519,42.3
"13362","x-81.8309173583984y37.1213302612305",41,82449,70.4
"13363","x-81.7375564575195y30.9250736236572",90,50304,43
"13364","x-81.8309173583984y37.2095031738281",41,97992,83.7
"13365","x-81.7375564575195y31.0071296691895",90,46411,39.7
"13366","x-81.8309173583984y37.297779083252",41,96635,86.6
"13367","x-81.7375564575195y31.0892543792725",42,53177,45.5
"13368","x-81.7375564575195y31.1714496612549",42,47323,40.5
"13369","x-81.7375564575195y31.3360500335693",90,53177,45.6
"13370","x-81.7375564575195y31.4184551239014",90,44347,38
"13371","x-81.7375564575195y31.5009326934814",90,42965,36.7
"13372","x-81.7375564575195y31.5834808349609",90,83697,71.6
"13373","x-81.7375564575195y31.6661014556885",90,73828,63.1
"13374","x-81.7375564575195y31.8315582275391",90,43927,37.6
"13375","x-81.7375564575195y31.9143962860107",42,58626,50.3
"13376","x-81.7375564575195y31.9973068237305",42,62466,53.6
"13377","x-81.7375564575195y32.0802917480469",42,66392,56.8
"13378","x-81.7375564575195y32.1633491516113",90,38702,33.1
"13379","x-81.7375564575195y30.7611675262451",90,45938,39.3
"13380","x-81.7375564575195y31.2537136077881",42,43402,37.1
"13381","x-81.7375564575195y31.7487945556641",90,45479,38.9
"13382","x-81.7375564575195y32.2464828491211",90,35966,30.7
"13383","x-81.7375564575195y32.3296890258789",82,56438,48.4
"13384","x-81.7375564575195y32.412971496582",82,29264,25
"13385","x-81.7375564575195y32.4963302612305",82,36340,31.1
"13386","x-81.7375564575195y32.5797653198242",90,48876,41.8
"13387","x-81.7375564575195y32.663272857666",82,37092,31.7
"13388","x-81.7375564575195y32.7468605041504",82,28451,24.4
"13389","x-81.7375564575195y32.8305244445801",42,34010,29.1
"13390","x-81.7375564575195y32.9142646789551",90,33628,28.9
"13391","x-81.7375564575195y32.9980850219727",90,35895,30.6
"13392","x-81.7375564575195y33.0819816589355",82,34690,29.7
"13393","x-81.7375564575195y33.165958404541",90,58778,50.2
"13394","x-81.7375564575195y33.2500114440918",42,47099,40.2
"13395","x-81.7375564575195y33.3341484069824",42,65070,55.7
"13396","x-81.6441955566406y24.5578231811523",11,92053,84
"13397","x-81.7375564575195y33.4183616638184",42,32024,27.4
"13398","x-81.6441955566406y24.6353015899658",11,94571,80.5
"13399","x-81.7375564575195y33.5026550292969",42,24147,20.7
"13400","x-81.6441955566406y24.7128257751465",11,97390,89.1
"13401","x-81.7375564575195y33.587028503418",42,31508,26.9
"13402","x-81.7375564575195y33.6714859008789",42,32317,27.6
"13403","x-81.7375564575195y33.7560234069824",42,30232,25.9
"13404","x-81.7375564575195y33.8406410217285",42,34833,29.9
"13405","x-81.7375564575195y33.9253425598145",42,50831,43.4
"13406","x-81.7375564575195y34.0101280212402",81,35368,30.2
"13407","x-81.7375564575195y34.0949935913086",81,42302,36.2
"13408","x-81.7375564575195y34.1799468994141",42,45469,38.8
"13409","x-81.7375564575195y34.2649803161621",81,35815,30.7
"13410","x-81.7375564575195y34.3501014709473",42,43438,37.1
"13411","x-81.6441955566406y25.8814888000488",11,73743,67.3
"13412","x-81.7375564575195y34.4353065490723",42,60149,51.4
"13413","x-81.6441955566406y25.9597969055176",90,86337,73.7
"13414","x-81.6441955566406y26.0381565093994",90,47698,40.8
"13415","x-81.7375564575195y34.5205955505371",42,60110,51.5
"13416","x-81.6441955566406y26.1165657043457",90,78486,67
"13417","x-81.6441955566406y26.1950283050537",90,65649,56
"13418","x-81.7375564575195y34.6059722900391",42,48059,41
"13419","x-81.6441955566406y26.2735404968262",90,62940,53.9
"13420","x-81.6441955566406y26.3521060943604",90,94344,80.5
"13421","x-81.7375564575195y34.6914329528809",42,28310,24.3
"13422","x-81.6441955566406y26.4307250976562",90,56715,48.5
"13423","x-81.6441955566406y26.5093955993652",90,42535,36.3
"13424","x-81.7375564575195y34.7769813537598",42,31231,26.7
"13425","x-81.6441955566406y26.5881175994873",21,58835,50.2
"13426","x-81.6441955566406y26.6668949127197",21,46616,39.9
"13427","x-81.7375564575195y34.8626174926758",41,29175,25
"13428","x-81.6441955566406y26.7457237243652",90,46120,39.3
"13429","x-81.6441955566406y26.8246059417725",90,46162,39.5
"13430","x-81.7375564575195y34.9483413696289",41,31984,27.4
"13431","x-81.6441955566406y26.90354347229",81,44458,37.9
"13432","x-81.6441955566406y26.9825344085693",81,45847,39.2
"13433","x-81.7375564575195y35.0341529846191",41,35175,30.1
"13434","x-81.6441955566406y27.0615787506104",81,74395,63.8
"13435","x-81.7375564575195y35.1200523376465",81,37560,32.1
"13436","x-81.6441955566406y27.1406784057617",90,33977,29.1
"13437","x-81.6441955566406y27.2198333740234",82,56050,47.8
"13438","x-81.6441955566406y27.2990436553955",82,50948,43.5
"13439","x-81.7375564575195y35.2060432434082",41,39977,34.3
"13440","x-81.6441955566406y27.3783073425293",81,66386,56.6
"13441","x-81.6441955566406y27.4576282501221",81,65303,55.7
"13442","x-81.7375564575195y35.292121887207",41,36507,31.2
"13443","x-81.6441955566406y27.5370044708252",81,41519,35.4
"13444","x-81.6441955566406y27.6164379119873",81,50059,42.7
"13445","x-81.7375564575195y35.378288269043",41,37908,32.4
"13446","x-81.6441955566406y27.6959266662598",81,39441,33.6
"13447","x-81.7375564575195y35.4645500183105",41,55526,47.5
"13448","x-81.6441955566406y27.7754726409912",81,33380,28.5
"13449","x-81.6441955566406y27.855073928833",81,46497,39.8
"13450","x-81.6441955566406y27.9347343444824",81,30791,26.3
"13451","x-81.7375564575195y35.5508995056152",41,64755,55.4
"13452","x-81.6441955566406y28.0144519805908",82,22542,19.2
"13453","x-81.6441955566406y28.0942268371582",11,21941,18.8
"13454","x-81.7375564575195y35.6373405456543",41,76235,65.2
"13455","x-81.6441955566406y28.1740608215332",90,27881,23.8
"13456","x-81.7375564575195y35.7238731384277",21,31802,27.2
"13457","x-81.6441955566406y28.2539520263672",90,34911,29.8
"13458","x-81.6441955566406y28.3339023590088",90,39588,33.9
"13459","x-81.6441955566406y28.413911819458",90,36070,30.8
"13460","x-81.7375564575195y35.8105010986328",43,37958,32.5
"13461","x-81.6441955566406y28.4939804077148",81,34728,29.7
"13462","x-81.6441955566406y28.5741100311279",11,60429,51.5
"13463","x-81.7375564575195y35.8972206115723",43,53159,45.3
"13464","x-81.6441955566406y28.654296875",11,79212,67.7
"13465","x-81.6441955566406y28.7345447540283",81,44824,38.3
"13466","x-81.7375564575195y35.9840316772461",41,52311,44.7
"13467","x-81.6441955566406y28.8148536682129",21,25298,21.6
"13468","x-81.6441955566406y28.8952236175537",81,33075,28.3
"13469","x-81.7375564575195y36.0709381103516",43,60159,51.2
"13470","x-81.6441955566406y28.9756526947021",42,40574,34.7
"13471","x-81.6441955566406y29.0561447143555",42,76304,65.4
"13472","x-81.7375564575195y36.1579399108887",41,47714,40.7
"13473","x-81.6441955566406y29.136697769165",42,75163,64.5
"13474","x-81.6441955566406y29.2173118591309",42,47793,40.9
"13475","x-81.7375564575195y36.2450332641602",41,69052,58.9
"13476","x-81.6441955566406y29.2979888916016",11,74024,63.3
"13477","x-81.6441955566406y29.3787288665771",11,42459,36.3
"13478","x-81.7375564575195y36.3322257995605",41,86196,73.5
"13479","x-81.6441955566406y29.4595317840576",42,34918,29.9
"13480","x-81.7375564575195y36.4195137023926",41,71815,65.7
"13481","x-81.6441955566406y29.540397644043",42,33712,28.8
"13482","x-81.6441955566406y29.6213264465332",90,32659,27.9
"13483","x-81.6441955566406y29.7023181915283",90,29174,24.9
"13484","x-81.7375564575195y36.5068969726562",41,55830,51
"13485","x-81.6441955566406y29.783374786377",42,47311,40.4
"13486","x-81.7375564575195y36.5943756103516",41,61333,52.3
"13487","x-81.6441955566406y29.8644962310791",42,41714,35.6
"13488","x-81.7375564575195y36.6819534301758",41,52806,44.9
"13489","x-81.6441955566406y29.9456825256348",42,35451,30.3
"13490","x-81.6441955566406y30.0269336700439",11,53221,45.5
"13491","x-81.6441955566406y30.1082496643066",11,46559,39.7
"13492","x-81.7375564575195y36.7696304321289",81,72017,61.5
"13493","x-81.6441955566406y30.1896305084229",11,46160,39.6
"13494","x-81.6441955566406y30.2710781097412",11,43459,37
"13495","x-81.7375564575195y36.8574066162109",41,64963,55.3
"13496","x-81.6441955566406y30.3525924682617",22,31258,26.7
"13497","x-81.6441955566406y30.4341716766357",21,24438,20.8
"13498","x-81.7375564575195y36.9452819824219",41,88439,75.7
"13499","x-81.6441955566406y30.5158195495605",42,39522,33.8
"13500","x-81.6441955566406y30.5975341796875",42,40023,34.2
"13501","x-81.7375564575195y37.0332527160645",41,66934,57.1
"13502","x-81.6441955566406y30.6793174743652",42,51983,44.3
"13503","x-81.6441955566406y30.8430862426758",42,37047,31.7
"13504","x-81.7375564575195y37.1213302612305",41,84646,72
"13505","x-81.6441955566406y30.9250736236572",90,46629,39.9
"13506","x-81.7375564575195y37.2095031738281",41,97390,82.9
"13507","x-81.6441955566406y31.0071296691895",95,50880,43.5
"13508","x-81.7375564575195y37.297779083252",41,91131,87.8
"13509","x-81.6441955566406y31.0892543792725",42,45207,38.8
"13510","x-81.6441955566406y31.1714496612549",42,53391,45.7
"13511","x-81.6441955566406y31.3360500335693",42,48962,41.9
"13512","x-81.6441955566406y31.4184551239014",90,61206,52.3
"13513","x-81.6441955566406y31.5009326934814",90,59609,51
"13514","x-81.6441955566406y31.5834808349609",90,50657,43.3
"13515","x-81.6441955566406y31.6661014556885",90,42212,36.1
"13516","x-81.6441955566406y31.8315582275391",90,35447,30.2
"13517","x-81.6441955566406y31.9143962860107",42,56056,47.9
"13518","x-81.6441955566406y31.9973068237305",42,44491,37.9
"13519","x-81.6441955566406y32.0802917480469",90,50296,43
"13520","x-81.6441955566406y32.1633491516113",90,40014,34.2
"13521","x-81.6441955566406y30.7611675262451",90,30277,25.8
"13522","x-81.6441955566406y31.2537136077881",42,55051,47.1
"13523","x-81.6441955566406y31.7487945556641",90,39659,33.9
"13524","x-81.6441955566406y32.2464828491211",90,50747,43.4
"13525","x-81.6441955566406y32.3296890258789",90,38686,33.2
"13526","x-81.6441955566406y32.412971496582",90,37173,31.7
"13527","x-81.6441955566406y32.4963302612305",90,40091,34.3
"13528","x-81.6441955566406y32.5797653198242",90,36789,31.4
"13529","x-81.6441955566406y32.663272857666",90,35393,30.3
"13530","x-81.6441955566406y32.7468605041504",42,27405,23.4
"13531","x-81.6441955566406y32.8305244445801",90,32319,27.5
"13532","x-81.6441955566406y32.9142646789551",90,36402,31.1
"13533","x-81.6441955566406y32.9980850219727",82,45113,38.6
"13534","x-81.6441955566406y33.0819816589355",90,53260,45.6
"13535","x-81.6441955566406y33.165958404541",42,52720,45
"13536","x-81.6441955566406y33.2500114440918",42,55590,47.6
"13537","x-81.6441955566406y33.3341484069824",42,63739,54.4
"13538","x-81.5508346557617y24.5578231811523",11,89836,95.3
"13539","x-81.6441955566406y33.4183616638184",42,37516,32.1
"13540","x-81.5508346557617y24.6353015899658",11,80657,68.9
"13541","x-81.6441955566406y33.5026550292969",42,32121,27.5
"13542","x-81.5508346557617y24.7128257751465",11,94325,80.6
"13543","x-81.6441955566406y33.587028503418",42,29839,25.5
"13544","x-81.5508346557617y24.790397644043",11,87729,95.7
"13545","x-81.6441955566406y33.6714859008789",42,29870,25.6
"13546","x-81.6441955566406y33.7560234069824",42,33090,28.2
"13547","x-81.6441955566406y33.8406410217285",42,27525,23.5
"13548","x-81.6441955566406y33.9253425598145",42,46404,39.6
"13549","x-81.6441955566406y34.0101280212402",42,33632,28.6
"13550","x-81.6441955566406y34.0949935913086",42,34722,29.7
"13551","x-81.6441955566406y34.1799468994141",42,51052,43.5
"13552","x-81.6441955566406y34.2649803161621",81,29491,25.2
"13553","x-81.6441955566406y34.3501014709473",42,47724,40.6
"13554","x-81.5508346557617y25.8032302856445",11,72603,97.7
"13555","x-81.5508346557617y25.8814888000488",11,62056,53
"13556","x-81.6441955566406y34.4353065490723",42,73783,63
"13557","x-81.5508346557617y25.9597969055176",90,90443,77
"13558","x-81.5508346557617y26.0381565093994",90,94418,80.6
"13559","x-81.6441955566406y34.5205955505371",42,54714,46.7
"13560","x-81.5508346557617y26.1165657043457",90,104703,89.1
"13561","x-81.5508346557617y26.1950283050537",90,90358,76.9
"13562","x-81.6441955566406y34.6059722900391",42,60599,51.6
"13563","x-81.5508346557617y26.2735404968262",90,55742,47.6
"13564","x-81.5508346557617y26.3521060943604",90,44286,37.6
"13565","x-81.6441955566406y34.6914329528809",42,29350,25
"13566","x-81.5508346557617y26.4307250976562",90,70130,59.8
"13567","x-81.5508346557617y26.5093955993652",82,43365,37
"13568","x-81.6441955566406y34.7769813537598",81,26829,22.8
"13569","x-81.5508346557617y26.5881175994873",82,38160,32.6
"13570","x-81.5508346557617y26.6668949127197",82,43269,37
"13571","x-81.6441955566406y34.8626174926758",42,37283,31.8
"13572","x-81.5508346557617y26.7457237243652",82,31781,27.1
"13573","x-81.5508346557617y26.8246059417725",90,31889,27.3
"13574","x-81.6441955566406y34.9483413696289",41,30662,26.2
"13575","x-81.5508346557617y26.90354347229",52,37767,32.2
"13576","x-81.5508346557617y26.9825344085693",81,35840,30.7
"13577","x-81.6441955566406y35.0341529846191",41,32962,28.1
"13578","x-81.5508346557617y27.0615787506104",81,75435,64.3
"13579","x-81.6441955566406y35.1200523376465",81,31196,26.6
"13580","x-81.5508346557617y27.1406784057617",81,50977,43.5
"13581","x-81.5508346557617y27.2198333740234",81,57148,48.9
"13582","x-81.5508346557617y27.2990436553955",81,48291,41.2
"13583","x-81.6441955566406y35.2060432434082",81,33878,28.9
"13584","x-81.5508346557617y27.3783073425293",81,60950,52
"13585","x-81.5508346557617y27.4576282501221",90,42114,36
"13586","x-81.6441955566406y35.292121887207",81,39757,33.9
"13587","x-81.5508346557617y27.5370044708252",90,32811,28
"13588","x-81.5508346557617y27.6164379119873",82,25123,21.5
"13589","x-81.6441955566406y35.378288269043",81,39436,33.7
"13590","x-81.5508346557617y27.6959266662598",82,41251,35.3
"13591","x-81.6441955566406y35.4645500183105",81,34592,29.5
"13592","x-81.5508346557617y27.7754726409912",82,40445,34.5
"13593","x-81.5508346557617y27.855073928833",82,42486,36.3
"13594","x-81.5508346557617y27.9347343444824",82,36433,31.2
"13595","x-81.6441955566406y35.5508995056152",41,51777,44.1
"13596","x-81.5508346557617y28.0144519805908",82,37686,32.2
"13597","x-81.5508346557617y28.0942268371582",90,32508,27.7
"13598","x-81.6441955566406y35.6373405456543",41,58264,49.8
"13599","x-81.5508346557617y28.1740608215332",90,61432,52.5
"13600","x-81.6441955566406y35.7238731384277",41,43894,37.4
"13601","x-81.5508346557617y28.2539520263672",90,66540,56.9
"13602","x-81.5508346557617y28.3339023590088",90,51963,44.3
"13603","x-81.5508346557617y28.413911819458",90,46249,39.4
"13604","x-81.6441955566406y35.8105010986328",43,28500,24.3
"13605","x-81.5508346557617y28.4939804077148",21,26750,22.9
"13606","x-81.5508346557617y28.5741100311279",21,26841,23
"13607","x-81.6441955566406y35.8972206115723",43,37545,32
"13608","x-81.5508346557617y28.654296875",11,28096,24
"13609","x-81.5508346557617y28.7345447540283",81,32850,28.1
"13610","x-81.6441955566406y35.9840316772461",43,48894,41.7
"13611","x-81.5508346557617y28.8148536682129",81,52417,44.8
"13612","x-81.5508346557617y28.8952236175537",81,45423,38.8
"13613","x-81.6441955566406y36.0709381103516",41,53178,45.4
"13614","x-81.5508346557617y28.9756526947021",42,37116,31.7
"13615","x-81.5508346557617y29.0561447143555",42,52969,45.2
"13616","x-81.6441955566406y36.1579399108887",41,46302,39.5
"13617","x-81.5508346557617y29.136697769165",42,59261,50.5
"13618","x-81.5508346557617y29.2173118591309",11,54302,46.3
"13619","x-81.6441955566406y36.2450332641602",41,57358,48.9
"13620","x-81.5508346557617y29.2979888916016",11,66866,57.2
"13621","x-81.5508346557617y29.3787288665771",42,43347,37
"13622","x-81.6441955566406y36.3322257995605",41,93246,79.5
"13623","x-81.5508346557617y29.4595317840576",11,34339,29.3
"13624","x-81.6441955566406y36.4195137023926",41,90441,77.2
"13625","x-81.5508346557617y29.540397644043",90,35093,29.8
